maintenance_id,aircraft_id,aircraft_model,base_location,maintenance_type,supplier_name,event_date,downtime_hours,supplier_delay_days,maintenance_status,maintenance_cost,readiness_score
856,AC-6473,F-35A,Luke AFB,Hydraulics,Raytheon,2024-08-30,14.0,N/A,In Progress,32813.63,86
821,AC-7484,F-35A,Hill AFB,Avionics,L3Harris ,08/25/2024,18.0,7,Awaiting Parts,30786.99,76
45,AC-9751,F-35A,Nellis AFB,Landing Gear,L3Harris,04/15/2025,9.0,6,Awaiting Parts,13966.91,82
50,AC-1672,F-16,Eglin AFB,Software Update,Boeing,2024-03-02,7.0,N/A,Awaiting Parts,28563.82,90
850,AC-8802,B-2,Nellis AFB,Hydraulics,Boeing,2024-05-16,13.0,9,Delayed,50061.31,73
241,AC-8729,F-16,Nellis AFB,Avionics,Northrop,05/05/2024,20.0,0,Awaiting Parts,8821.77,75
171,AC-9792,F-22,Luke AFB,Hydraulics,L3Harris,09/15/2024,20.0,4,Awaiting Parts,22132.62,74
524,AC-3409,B-2,Nellis AFB,Hydraulics,Raytheon,01/21/2025,13.0,8,Completed,9948.53,83
766,AC-1854,F-16,Luke AFB,Hydraulics,GE Aerospace,01/21/2024,22.0,6,In Progress,41819.18,67
839,AC-3033,C-130,Luke AFB,Landing Gear,Boeing,08/03/2024,16.0,N/A,Completed,26030.72,74
424,AC-6681,F-16,Hill AFB,Electrical,Boeing,03/21/2024,27.0,9,Completed,32309.66,59
381,AC-5773,F-16,Eglin AFB,Electrical,GE Aerospace,06/09/2024,15.0,10,In Progress,23199.33,75
610,AC-1523,F-35A,Hill AFB,Software Update,Raytheon,02/27/2025,29.0,4,In Progress,25226.2,70
677,AC-1380,B-2,Fort Worth,Avionics,Northrop,06/02/2024,19.0,3,Awaiting Parts,34685.47,78
345,AC-9227,F-35A,Luke AFB,Landing Gear,Northrop,07/22/2024,21.0,7,Delayed,19201.76,72
110,AC-3504,F-35A,Luke AFB,Electrical,GE Aerospace,04/11/2024,24.0,7,In Progress,32540.15,66
278,AC-6633,C-130,Hill AFB,Software Update,GE Aerospace,05/26/2024,10.0,0,Awaiting Parts,15786.43,93
678,AC-9757,C-130,Luke AFB,Software Update,Raytheon,07/19/2024,10.0,6,In Progress,31065.64,80
571,AC-4926,F-16,Eglin AFB,Software Update,Boeing,04/26/2025,26.0,4,Completed,1072.03,65
359,AC-4337,C-130,Eglin AFB,Landing Gear,GE Aerospace,2024-12-14,25.0,3,In Progress,6321.02,73
599,AC-2364,C-130,Hill AFB,Hydraulics,L3Harris,07/20/2024,19.0,1,In Progress,21171.35,75
391,AC-3492,F-35A,Eglin AFB,Engine Repair,Northrop,06/13/2024,24.0,6,Awaiting Parts,26250.41,65
894,AC-4902,F-22,Fort Worth,Landing Gear,Raytheon ,04/15/2025,15.0,7,Completed,21375.45,73
693,AC-9875,C-130,Nellis AFB,Engine Repair,Northrop ,11/15/2024,22.0,9,Awaiting Parts,23326.64,67
728,AC-5480,B-2,Nellis AFB,Electrical,Northrop,12/18/2024,15.0,4,In Progress,41474.18,77
363,AC-4795,B-2,Luke AFB,Electrical,Raytheon,09/18/2024,26.0,5,Completed,21891.49,72
597,AC-8007,F-16,Eglin AFB,Engine Repair,L3Harris,2024-05-07,,10,Awaiting Parts,2497.93,73
428,AC-6221,C-130,Nellis AFB,Hydraulics,GE Aerospace,03/15/2024,16.0,7,In Progress,36480.43,72
71,AC-9327,F-22,Fort Worth,Hydraulics,GE Aerospace,04/16/2025,22.0,9,Completed,36448.02,73
322,AC-5105,F-22,Fort Worth,Electrical,Boeing,05/26/2024,23.0,4,Awaiting Parts,42281.41,78
653,AC-8184,F-35A,Nellis AFB,Landing Gear,Raytheon,2024-02-07,0.0,N/A,In Progress,37672.68,87
